"","AS_3rd_LPS_7B4_IL10R_32_cont6_48h_6.normalized","AS_3rd_LPS_7B4_IL10R_38_cont2_48h_2.normalized","AS_3rd_LPS_7B4_IL10R_42_cont3_48h_3.normalized","AS_3rd_LPS_7B4_IL10R_46_cont4_48h_4.normalized","AS_3rd_LPS_7B4_IL10R_54_cont5_48h_5.normalized","AS_3rd_LPS_7B4_IL10R_10_mut3_48h_3.normalized","AS_3rd_LPS_7B4_IL10R_48_mut1_48h_1.normalized","AS_3rd_LPS_7B4_IL10R_8_mut2_48h_2.normalized"
"Smim10l2a",3,2,5,3,1,0,1,0
"Smim11",24,24,17,11,37,15,17,26
"Smim12",56,79,89,67,54,68,81,74
"Smim13",20,13,6,20,17,16,17,21
"Smim14",59,86,86,106,61,52,44,35
"Smim15",49,45,21,45,43,46,48,40
"Smim19",49,62,57,47,50,50,53,51
"Smim20",50,40,41,51,50,61,81,49
"Smim24",4,7,6,14,10,5,4,2
"Smim26",45,30,13,23,28,36,46,39
"Smim3",66,51,91,69,59,85,133,103
"Smim4",51,63,31,47,35,60,33,46
"Smim7",47,57,40,58,59,57,73,67
"Smim8",21,13,15,20,19,10,6,13
"Smkr-ps",2,2,0,4,1,4,1,2
"Smn1",46,40,44,42,36,73,67,70
"Smndc1",24,27,32,28,23,43,36,46
"Smo",30,35,42,52,36,31,29,26
"Smoc2",1,0,0,0,0,1,6,3
"Smox",95,115,146,158,118,70,62,71
"Smpd1",81,103,80,113,104,50,38,59
"Smpd2",34,43,56,53,55,53,41,32
"Smpd4",27,24,21,17,17,20,35,22
"Smpd5",22,35,39,40,33,59,79,70
"Smpdl3a",9,17,8,15,13,12,15,15
"Smpdl3b",15,43,30,17,7,49,125,105
"Sms",8,5,7,7,4,11,22,9
"Sms-ps",2,2,2,1,1,2,3,1
"Smtn",2,3,2,1,4,2,5,3
"Smu1",74,64,74,61,64,97,105,105
"Smug1",9,10,15,7,6,13,25,8
"Smurf1",40,55,47,35,40,36,100,51
"Smurf2",97,116,80,151,83,126,136,143
"Smyd2",13,19,14,12,18,23,60,40
"Smyd3",13,26,11,20,19,23,13,17
"Smyd4",33,26,41,17,38,24,20,18
"Smyd5",37,41,51,26,42,56,126,89
"Snap23",58,53,49,53,58,48,37,32
"Snap25",2,2,2,2,0,0,5,5
"Snap29",24,28,16,19,22,26,26,24
"Snap47",31,16,30,21,22,10,7,11
"Snapc1",11,7,7,6,8,10,10,13
"Snapc2",20,20,45,41,27,34,37,22
"Snapc3",32,15,20,36,43,29,48,41
"Snapc4",46,57,41,46,52,58,94,83
"Snapc5",53,58,46,44,39,50,46,52
"Snapin",51,54,60,57,53,64,52,60
"Sncaip",13,6,9,7,3,2,2,1
"Sncb",2,2,2,2,3,2,9,4
"Snd1",76,93,94,69,60,74,48,54
"Sned1",3,6,3,1,2,1,3,3
"Snf8",127,136,138,122,137,156,145,165
"Snhg1",122,86,63,80,107,189,237,295
"Snhg11",2,2,1,2,0,2,4,2
"Snhg12",114,151,133,100,112,217,195,338
"Snhg15",27,26,27,22,29,80,130,119
"Snhg17",42,48,51,41,36,84,100,80
"Snhg20",44,52,71,66,47,60,100,39
"Snhg3",24,19,17,14,14,38,53,54
"Snhg4",7,9,5,7,15,24,30,39
"Snhg5",35,39,35,28,22,75,74,125
"Snhg6",98,91,63,87,102,194,214,253
"Snhg8",154,137,110,166,125,211,152,226
"Snhg9",7,13,13,7,6,19,17,20
"Snip1",14,15,20,22,18,17,20,22
"Snn",111,101,127,126,135,26,29,29
"Snora17",2,0,0,0,0,0,1,2
"Snora31",5,5,8,4,2,10,9,10
"Snora57",4,5,5,3,6,5,5,7
"Snora73b",2,2,0,2,3,5,3,5
"Snora78",10,14,5,6,7,24,25,34
"Snord104",112,153,93,110,83,229,254,298
"Snord118",5,2,0,2,2,3,0,8
"Snord13",2,2,5,3,1,2,2,4
"Snord17",4,0,1,2,2,0,1,0
"Snord35a",2,2,2,2,2,6,3,2
"Snord45c",2,2,0,0,0,0,2,1
"Snord65",15,11,14,7,6,9,7,14
"Snord72",6,0,9,5,2,2,5,2
"Snph",6,2,5,3,4,4,1,1
"Snrk",2,4,0,2,1,2,1,3
"Snrnp200",88,99,96,85,81,87,120,113
"Snrnp25",29,27,40,36,25,45,33,34
"Snrnp27",40,39,50,49,31,49,66,59
"Snrnp35",24,20,23,24,30,14,15,26
"Snrnp40",34,31,35,27,25,26,34,34
"Snrnp48",114,110,88,92,111,86,126,114
"Snrnp70",532,458,634,599,496,292,290,287
"Snrpa",53,67,63,67,60,52,89,77
"Snrpa1",95,95,96,62,74,118,126,159
"Snrpb",230,277,298,225,217,271,285,351
"Snrpb2",24,12,14,22,16,18,17,14
"Snrpc",21,17,14,23,21,28,36,24
"Snrpd1",69,59,71,67,83,94,110,143
"Snrpd2",81,84,65,76,71,93,94,114
"Snrpd3",61,63,70,49,60,61,62,79
"Snrpe",59,41,26,51,67,50,103,86
"Snrpert",5,2,1,3,6,15,1,10
"Snrpf",43,75,53,65,54,56,56,67
"Snrpg",36,39,34,32,39,29,27,41
"Snrpn",0,2,2,1,5,4,1,1
"Snta1",133,160,128,223,179,96,51,60
"Sntb2",7,6,8,6,5,3,9,5
"Snu13",27,29,26,16,11,38,36,39
"Snupn",15,17,20,13,21,28,27,16
"Snw1",156,139,113,124,162,169,183,164
"Snx1",242,243,264,235,206,212,129,188
"Snx10",54,44,32,61,58,109,139,164
"Snx11",47,57,43,32,50,94,98,78
"Snx12",54,54,59,53,40,65,56,59
"Snx13",68,74,55,87,64,54,59,54
"Snx14",31,33,19,37,42,25,14,30
"Snx15",18,34,27,13,24,13,15,28
"Snx16",8,10,5,12,11,16,18,15
"Snx17",267,270,335,226,206,239,228,249
"Snx18",110,96,117,118,84,135,109,159
"Snx19",16,22,14,17,18,21,16,20
"Snx2",154,121,140,156,196,141,100,96
"Snx20",145,199,202,194,149,165,141,130
"Snx21",9,8,8,10,6,6,3,3
"Snx22",5,6,5,6,9,5,5,3
"Snx24",64,30,69,69,52,102,88,67
"Snx25",16,22,16,20,28,13,7,10
"Snx27",58,76,54,66,63,41,39,37
"Snx29",19,8,11,17,25,2,6,6
"Snx3",146,178,210,153,146,99,110,114
"Snx30",34,39,44,62,51,57,43,33
"Snx32",23,17,22,31,23,13,11,7
"Snx33",7,3,2,1,5,3,4,2
"Snx4",30,25,25,22,20,46,46,42
"Snx5",548,472,408,589,588,500,303,427
"Snx6",188,236,177,202,182,98,93,105
"Snx7",6,2,7,0,3,6,15,12
"Snx8",64,72,68,57,61,58,78,46
"Snx9",6,6,8,7,5,4,6,2
"Soat1",93,118,94,140,89,67,35,55
"Soat2",92,71,72,75,72,45,14,43
"Socs1",17,11,31,10,20,13,31,43
"Socs2",8,11,11,5,6,42,31,41
"Socs3",734,797,1218,901,577,871,1196,1161
"Socs4",14,13,14,13,13,15,19,23
"Socs5",11,10,8,8,10,4,6,5
"Socs6",31,29,38,25,56,15,26,30
"Socs7",23,13,18,12,15,31,35,22
"Sod1",246,210,279,208,245,187,149,204
"Soga1",59,71,69,62,55,68,30,41
"Son",275,210,206,257,294,295,303,297
"Sorbs1",2,0,2,3,5,3,5,2
"Sord",30,24,37,37,52,31,11,12
"Sorl1",43,42,50,82,59,54,18,32
"Sort1",162,174,230,278,225,287,86,207
"Sos1",7,6,5,7,10,7,6,5
"Sos2",21,19,20,22,22,36,27,27
"Sostdc1",0,0,0,0,0,0,0,0
"Sowahc",93,61,100,89,98,65,35,55
"Sox13",4,2,4,5,3,0,2,2
"Sox15",1,2,0,2,2,1,0,1
"Sox4",19,14,8,17,10,13,11,19
"Sp1",43,36,36,50,67,70,38,47
"Sp100",61,46,71,50,83,83,78,75
"Sp110",57,42,61,48,53,42,36,70
"Sp140",12,9,16,17,22,13,22,20
"Sp2",13,14,16,14,14,12,7,4
"Sp3",53,58,38,77,61,57,53,53
"Sp3os",27,18,27,32,26,32,14,22
"Sp4",9,4,2,4,8,14,3,10
"Spaca6",6,9,7,6,8,6,22,18
"Spag1",5,4,8,2,6,1,7,6
"Spag4",1,0,0,0,2,1,1,1
"Spag5",2,2,7,7,18,0,1,1
"Spag7",34,36,56,39,39,32,17,22
"Spag8",2,2,2,1,6,1,1,1
"Spag9",90,87,52,87,95,64,57,70
"Sparc",4693,4307,5287,6289,5335,6565,4288,6351
"Sparcl1",1,1,3,2,1,2,3,1
"Spast",53,49,36,33,58,40,56,46
"Spata1",24,23,14,17,28,11,10,13
"Spata13",143,138,174,168,100,168,296,200
"Spata2",2,3,2,0,4,6,1,2
"Spata24",14,4,17,15,15,9,21,14
"Spata2l",21,13,10,10,8,18,16,13
"Spata5",10,11,6,8,14,14,28,20
"Spata5l1",4,6,5,3,6,3,6,10
"Spata6",11,14,10,17,19,28,29,21
"Spata7",10,16,8,16,19,12,15,6
"Spats2",10,8,14,13,2,12,14,11
"Spc24",6,4,13,10,28,0,0,1
"Spc25",4,2,4,2,7,0,1,6
"Spcs1",133,109,98,133,142,131,136,156
"Spcs2",264,387,375,327,221,176,147,216
"Spcs2-ps",2,3,5,7,3,5,3,6
"Spcs3",84,127,121,121,67,55,48,52
"Spdl1",1,6,10,4,11,2,4,1
"Specc1",79,77,83,60,93,33,27,25
"Specc1l",33,27,24,42,20,33,56,33
"Spef1",6,2,12,2,2,1,3,1
"Spef2",0,2,5,5,0,0,0,1
"Speg",39,46,54,47,35,30,21,14
"Spen",48,46,51,62,41,52,72,62
"Spg11",15,27,13,20,9,11,5,8
"Spg20",27,45,43,34,37,28,23,22
"Spg21",5,2,2,2,3,4,1,3
"Spg7",50,72,68,57,63,28,21,36
"Sphk1",0,0,0,0,0,12,11,30
"Sphk2",111,128,136,108,92,141,124,129
"Spi1",362,378,327,338,427,692,752,698
"Spib",1,0,0,0,0,0,17,2
"Spice1",14,10,10,10,14,4,1,5
"Spidr",22,19,19,16,15,13,12,7
"Spin1",11,8,14,10,6,11,8,9
"Spint1",856,647,809,920,927,432,136,339
"Spire1",63,51,46,68,67,50,56,51
"Spn",1,2,1,0,6,1,4,2
"Spns1",163,162,169,181,179,180,184,170
"Spns2",105,74,114,100,121,47,13,19
"Spns3",22,18,31,21,17,3,2,2
"Spon1",0,0,0,1,0,4,1,4
"Spon2",0,0,0,0,0,1,0,0
"Spop",58,78,78,77,65,69,52,73
"Spopl",16,17,16,17,21,40,57,37
"Spout1",56,51,49,41,54,44,59,68
"Spp1",13,5,13,6,17,201,54,125
"Sppl2a",115,91,119,111,148,60,82,91
"Sppl2b",71,78,63,57,88,84,74,82
"Sppl3",124,123,144,169,142,87,67,53
"Spr",33,57,48,27,37,37,36,46
"Spred1",23,22,30,28,24,35,26,31
"Spred2",10,14,20,13,6,14,13,13
"Spred3",5,2,13,10,5,0,4,4
"Sprtn",18,18,29,14,11,9,21,9
"Spry1",6,9,17,11,11,10,4,2
"Spryd3",44,51,44,42,35,83,73,75
"Spryd4",14,14,19,17,11,16,18,13
"Spryd7",14,18,4,12,12,38,62,33
"Spsb1",133,110,170,137,95,122,80,118
"Spsb2",32,32,55,38,32,40,30,50
"Spsb3",51,43,43,32,61,98,64,66
"Sptan1",44,46,53,41,41,59,65,74
"Sptb",2,4,5,2,4,4,3,2
"Sptbn1",9,2,6,5,5,4,1,2
"Sptbn2",1,3,4,0,1,1,3,1
"Sptbn4",4,2,5,2,6,1,3,0
"Sptlc1",52,70,82,61,59,57,49,59
"Sptlc2",169,153,172,172,138,143,102,145
"Sptssa",30,44,50,40,28,30,18,27
"Spty2d1",22,20,16,22,36,29,43,39
"Sqle",3,4,13,2,4,1,1,4
"Sqor",48,62,47,57,50,80,39,75
"Sqstm1",176,161,162,183,196,392,377,333
"Sra1",78,79,91,91,71,122,96,97
"Srbd1",15,13,21,17,14,12,13,13
"Src",47,27,44,29,38,31,35,25
"Srcap",10,6,9,7,16,9,11,7
"Srd5a3",66,80,104,87,83,95,56,73
"Srebf1",76,95,122,81,72,88,101,91
"Srebf2",47,61,95,46,40,38,45,47
"Srek1",63,46,38,52,67,65,91,87
"Srek1ip1",69,57,34,56,53,44,46,48
"Srf",16,30,20,16,17,14,33,29
"Srfbp1",16,24,17,13,17,28,41,26
"Srgap2",209,214,199,257,231,173,204,144
"Srgn",604,904,635,722,475,2715,1928,3134
"Sri",111,114,152,124,126,139,118,120
"Srl",2,2,8,5,3,4,2,4
"Srm",145,173,160,112,175,272,260,333
"Srp14",92,91,125,97,72,109,84,114
"Srp19",88,95,62,77,78,105,101,104
"Srp54a",0,2,0,3,2,2,2,2
"Srp68",50,57,73,52,58,63,80,67
"Srp72",127,114,111,115,117,153,149,138
"Srp9",46,50,55,37,33,69,49,59
"Srpk1",50,52,39,45,45,43,48,63
"Srpk2",41,39,25,37,35,56,67,51
"Srpk3",24,20,23,27,42,19,9,8
"Srpr",83,101,69,87,58,92,85,74
"Srprb",95,134,107,84,94,103,94,111
"Srr",8,2,4,9,8,3,6,3
"Srrd",170,115,152,117,154,149,138,124
"Srrm1",185,289,197,236,175,131,177,180
"Srrm2",475,367,294,408,431,340,390,364
"Srrt",124,158,147,115,138,115,139,137
"Srsf1",84,53,70,63,94,64,108,100
"Srsf10",53,24,17,34,43,36,43,39
"Srsf11",236,214,222,247,239,238,262,251
"Srsf2",162,143,230,151,155,149,162,209
"Srsf3",220,180,216,139,211,245,257,326
"Srsf4",38,43,65,38,29,26,30,30
"Srsf5",647,429,690,597,518,571,486,549
"Srsf6",226,176,196,186,211,167,194,201
"Srsf7",16,12,20,13,32,5,2,5
"Srsf9",169,206,280,211,196,110,85,107
"Srxn1",5,3,8,9,5,5,14,19
"Ss18",58,50,53,40,59,50,64,66
"Ss18l1",9,12,7,10,7,8,7,7
"Ss18l2",19,11,11,10,19,34,18,23
"Ssb",118,91,78,96,97,78,125,147
"Ssbp1",78,79,83,87,66,68,82,78
"Ssbp2",20,23,29,32,35,11,11,14
"Ssbp3",29,38,32,44,30,20,11,8
"Ssbp4",248,237,251,227,259,241,202,228
"Ssfa2",59,61,77,62,69,47,62,47
"Ssh1",28,24,26,39,15,41,60,26
"Ssh2",211,255,217,373,291,311,152,192
"Ssh3",19,29,26,27,13,19,57,33
"Ssna1",72,72,65,72,86,87,80,83
"Sspn",2,2,1,2,4,0,1,0
"Sspo",2,0,1,1,2,0,0,0
"Ssr1",12,11,20,8,3,14,12,13
"Ssr2",239,302,242,250,281,348,298,339
"Ssr3",152,174,121,147,133,262,279,232
"Ssr4",648,611,696,638,691,598,409,711
"Ssrp1",81,71,79,80,104,64,73,70
"Sssca1",34,37,45,47,28,57,47,66
"Sst",1,0,2,0,0,2,5,1
"Ssu72",96,106,117,107,102,105,90,132
"Ssx2ip",21,17,16,27,14,15,6,14
"St13",29,32,20,26,48,25,35,37
"St14",17,21,29,27,32,63,20,53
"St3gal1",23,23,28,30,10,19,35,37
"St3gal2",45,46,32,48,33,28,30,23
"St3gal3",48,43,43,50,66,58,44,43
"St3gal4",6,11,5,12,10,13,10,10
"St3gal5",127,163,139,141,125,52,28,44
"St3gal6",193,132,162,227,201,201,115,136
"St5",88,144,193,173,83,86,79,86
"St6gal1",35,24,35,36,26,17,7,2
"St6galnac4",85,100,106,105,100,73,58,73
"St6galnac6",20,15,17,19,31,12,14,10
"St7",13,12,13,12,11,15,22,26
"St7l",36,45,24,37,29,28,31,41
"St8sia4",5,2,3,4,6,2,0,1
"St8sia6",5,2,5,11,13,0,1,0
"Stab1",999,1347,1186,1669,1082,1421,913,1344
"Stac3",8,9,11,9,10,3,11,3
"Stag1",41,43,50,52,39,31,35,34
"Stag2",26,22,12,35,39,43,34,31
"Stag3",11,15,34,22,38,13,27,13
"Stam",17,14,11,14,23,20,18,18
"Stam2",15,8,13,17,11,9,5,6
"Stambp",22,25,28,29,25,35,36,33
"Stambpl1",12,20,17,24,19,12,23,16
"Stamos",1,6,2,1,3,0,3,3
"Stap2",0,2,2,1,0,0,0,2
"Star",2,1,5,2,7,1,5,5
"Stard10",1,3,2,0,3,10,6,7
"Stard3",318,341,388,378,415,262,232,228
"Stard3nl",40,44,57,52,26,29,12,29
"Stard4",8,6,13,6,6,4,4,0
"Stard5",11,9,7,11,8,17,23,24
"Stard7",40,32,26,29,37,49,64,43
"Stard8",49,54,44,39,42,32,48,34
"Stard9",92,87,113,110,96,50,29,34
"Stat1",194,128,183,167,244,185,150,229
"Stat2",208,172,186,169,234,288,271,275
"Stat3",329,298,294,310,253,358,371,360
"Stat5a",14,15,22,18,10,26,38,18
"Stat5b",43,71,56,52,34,30,37,34
"Stat6",105,103,99,136,104,135,106,133
"Stau1",106,110,103,97,85,93,78,87
"Stau2",11,6,10,11,15,9,6,10
"Stbd1",5,4,2,7,2,2,1,1
"Steap3",9,9,10,10,8,1,2,2
"Steap4",0,0,0,0,0,0,1,0
"Stil",1,0,2,1,9,0,1,1
"Stim1",97,141,89,123,99,78,78,67
"Stim2",22,21,20,18,31,24,15,27
"Stip1",78,83,78,64,106,55,70,85
"Stk10",82,102,97,94,59,61,35,45
"Stk11",80,88,120,81,73,98,86,83
"Stk11ip",53,56,52,55,48,58,50,34
"Stk16",63,80,80,89,83,73,66,74
"Stk17b",59,47,44,43,55,92,84,87
"Stk19",65,97,85,92,85,116,146,116
"Stk24",43,58,56,47,41,63,57,51
"Stk25",11,20,17,17,10,7,15,10
"Stk26",4,1,2,2,2,7,3,4
"Stk3",16,12,9,9,18,13,22,14
"Stk35",4,4,5,7,5,4,6,2
"Stk36",2,6,0,3,3,1,2,0
"Stk38",133,108,108,107,144,98,82,75
"Stk38l",5,13,13,7,6,12,11,12
"Stk39",2,1,2,1,0,1,1,2
"Stk4",59,74,70,77,57,59,51,42
"Stk40",72,74,68,57,85,65,48,59
"Stmn1",11,5,18,14,33,5,2,6
"Stmn3",2,2,2,1,0,13,5,3
"Stmn4",0,1,2,1,1,2,4,2
"Stn1",5,16,16,20,15,16,14,10
"Stom",13,9,7,9,6,15,18,9
"Stoml1",47,31,41,45,50,55,57,38
"Stoml2",18,35,40,27,26,25,21,30
"Ston1",2,6,1,4,2,6,3,8
"Ston2",2,5,11,11,12,4,6,3
"Stra6l",0,0,1,0,1,0,4,2
"Strada",66,86,80,107,62,63,42,43
"Stradb",45,42,43,42,39,26,26,14
"Strap",63,66,65,50,48,69,91,79
"Strbp",5,6,6,9,3,9,5,4
"Strip1",76,76,76,71,58,67,90,61
"Strip2",1,3,2,3,1,23,4,10
"Strn",16,9,5,10,11,8,7,8
"Strn3",50,39,23,53,42,64,44,53
"Strn4",40,98,73,66,62,47,57,44
"Stt3a",46,33,14,42,56,44,46,45
"Stt3b",110,101,89,101,114,41,60,80
"Stub1",207,251,262,186,261,193,159,180
"Stx12",73,54,64,62,61,80,100,95
"Stx16",200,248,293,270,236,106,86,101
"Stx17",22,22,25,26,21,28,28,33
"Stx18",40,37,44,32,39,50,39,55
"Stx1a",10,14,19,12,9,20,27,18
"Stx2",89,86,101,86,85,38,24,32
"Stx3",2,6,5,2,5,18,7,7
"Stx4a",233,289,277,290,230,176,175,173
"Stx5a",148,150,162,176,137,157,100,104
"Stx6",4,6,8,8,11,3,9,14
"Stx7",179,154,219,170,204,228,168,168
"Stx8",25,20,28,22,28,36,37,43
"Stxbp1",14,19,23,26,22,18,12,14
"Stxbp2",221,225,250,248,213,238,187,223
"Stxbp3",92,81,66,74,85,71,112,99
"Stxbp3-ps",0,2,0,2,0,0,1,1
"Stxbp4",5,6,2,7,7,3,4,6
"Stxbp5",28,20,28,35,28,48,52,31
"Sub1",90,73,84,81,93,103,122,140
"Sucla2",43,37,35,37,50,46,58,52
"Suclg1",79,70,88,58,75,88,66,82
"Suclg2",31,22,50,33,33,29,22,24
"Suco",43,21,21,21,23,23,36,36
"Suds3",44,57,54,55,61,52,44,43
"Sufu",20,24,18,25,16,22,20,16
"Sugp1",50,52,48,45,50,55,50,47
"Sugp2",46,43,53,47,54,42,53,44
"Sugt1",52,51,63,59,50,54,43,62
"Sulf2",12,14,13,9,8,7,4,6
"Sult1a1",218,320,216,358,172,246,110,205
"Sult2b1",0,2,0,0,1,1,2,0
"Sult4a1",0,0,1,0,3,5,1,1
"Sult6b1",2,0,0,0,2,1,0,0
"Sumf1",87,74,92,92,94,78,70,81
"Sumf2",24,35,29,22,27,23,17,19
"Sumo1",28,32,38,37,51,32,28,25
"Sumo3",93,110,145,103,86,140,165,110
"Sun1",34,41,41,30,31,34,37,32
"Sun2",210,161,217,258,253,390,219,266
"Suox",8,6,8,12,3,7,5,6
"Supt16",9,10,9,14,10,13,15,12
"Supt20",111,126,173,156,123,207,213,189
"Supt3",17,20,26,20,28,10,4,10
"Supt4a",26,27,33,40,36,37,20,30
"Supt5",121,122,105,107,138,129,135,135
"Supt6",39,65,58,51,53,81,96,102
"Supt7l",28,24,25,25,23,24,30,18
"Supv3l1",37,32,29,23,23,21,33,22
"Surf1",75,60,64,82,58,38,23,34
"Surf2",47,56,65,46,50,60,51,49
"Surf4",341,471,434,340,304,257,264,304
"Surf6",24,42,27,27,31,41,46,39
"Susd1",4,1,0,2,2,1,10,1
"Susd2",2,2,2,2,3,6,21,9
"Susd3",280,279,312,342,270,93,39,46
"Susd6",162,147,162,137,119,91,185,131
"Suv39h1",26,20,24,30,23,36,39,37
"Suv39h2",0,2,3,0,2,2,2,4
"Suz12",43,33,29,30,42,23,42,30
"Sv2a",46,35,59,64,48,18,21,18
"Svbp",129,141,132,141,124,94,102,121
"Svil",31,29,24,30,21,30,19,24
"Svip",6,8,5,5,5,4,4,5
"Swap70",13,15,11,14,19,9,9,14
"Swi5",150,143,155,141,149,100,90,126
"Swsap1",9,5,6,3,10,10,5,10
"Swt1",46,44,27,35,35,42,40,48
"Syap1",40,35,39,39,38,47,37,46
"Syce2",11,8,23,9,28,7,7,13
"Sycp2",11,6,6,5,29,3,1,2
"Syf2",73,72,73,84,67,112,79,95
"Syk",114,136,152,166,103,141,157,138
"Sympk",79,114,72,77,95,118,137,99
"Syn2",1,0,0,1,0,1,4,2
"Syncrip",102,109,79,67,117,100,137,144
"Syne4",9,6,4,4,6,10,7,2
"Syngap1",1,0,1,0,2,1,1,2
"Syngr1",374,365,522,490,472,148,75,87
"Syngr2",358,385,384,374,391,348,297,317
"Synj1",104,97,62,128,139,149,177,162
"Synj2",12,17,18,15,12,22,13,12
"Synj2bp",28,31,14,17,21,11,17,17
"Synpo",2,1,0,1,2,1,1,3
"Synrg",51,45,35,40,41,28,35,32
"Syp",2,2,1,2,2,3,1,2
"Sypl",102,85,82,101,91,78,88,92
"Sys1",182,181,186,181,200,186,176,191
"Syt11",49,49,47,48,37,21,18,14
"Syt3",5,5,10,7,8,6,1,2
"Syt6",2,1,4,2,3,4,0,1
"Syt8",5,2,5,3,4,2,1,2
"Syvn1",126,295,214,189,122,141,94,96
"Szrd1",70,87,84,61,75,104,97,87
"Szt2",31,50,30,43,35,30,37,21
"Tab1",42,38,47,53,41,47,27,26
"Tab2",140,141,127,143,131,141,154,131
"Tab3",5,3,3,5,12,4,13,11
"Tacc1",267,292,249,304,241,291,289,295
"Tacc2",4,1,3,3,3,6,6,4
"Tacc3",33,18,43,20,54,25,15,20
"Taco1",4,3,7,6,4,5,1,1
"Taco1os",2,2,0,2,0,1,11,4
"Tada1",31,31,35,37,32,17,7,20
"Tada2a",15,11,16,11,16,10,16,19
"Tada2b",5,10,8,8,7,11,12,14
"Tada3",43,71,78,63,56,40,53,46
"Taf1",21,17,25,14,15,12,26,14
"Taf10",133,167,153,162,160,153,115,164
"Taf11",14,20,21,18,24,21,34,31
"Taf12",6,3,7,2,3,5,4,3
"Taf13",13,13,23,12,22,19,19,27
"Taf15",27,25,32,33,37,15,22,20
"Taf1a",16,17,20,7,10,31,32,20
"Taf1b",24,20,17,18,20,22,24,26
"Taf1c",29,40,23,29,35,54,91,54
"Taf1d",132,118,59,82,133,206,335,334
"Taf2",14,20,22,12,17,25,40,25
"Taf3",18,12,16,7,15,14,22,18
"Taf4",34,46,37,40,29,24,26,25
"Taf4b",2,1,1,2,2,17,13,10
"Taf5",7,2,2,3,10,7,9,5
"Taf5l",14,18,32,19,9,17,41,30
"Taf6",83,95,74,74,94,43,44,51
"Taf6l",162,228,228,227,210,111,89,128
"Taf8",50,46,40,40,32,39,62,44
"Taf9b",3,4,2,2,4,4,7,4
"Tagap",175,138,139,171,96,266,360,204
"Tagap1",22,13,32,22,25,23,39,28
"Tagln2",157,194,225,109,140,396,282,342
"Tal1",45,55,43,44,49,15,20,27
"Taldo1",445,503,566,558,480,488,247,346
"Tamm41",31,22,21,16,26,32,34,44
"Tanc1",2,2,2,7,2,10,10,12
"Tanc2",259,262,222,295,307,107,73,67
"Tango2",71,83,89,73,85,78,65,73
"Tango6",9,14,11,6,7,18,14,10
"Tank",57,69,70,49,71,89,118,117
"Taok1",61,41,37,57,58,68,77,65
"Taok2",67,80,77,78,108,78,68,71
"Taok3",104,106,79,103,125,75,77,75
"Tap1",189,188,284,206,298,427,365,428
"Tap2",96,158,179,143,134,121,90,119
"Tapbp",380,511,552,493,454,420,622,499
"Tapbpl",58,67,59,46,83,109,64,124
"Tapt1",24,34,25,33,27,38,42,40
"Tarbp1",3,2,5,2,3,2,3,6
"Tarbp2",4,1,0,1,0,3,2,3
"Tardbp",136,129,138,145,157,167,251,220
"Tarm1",10,20,7,12,6,28,52,67
"Tars",87,147,97,91,73,131,162,144
"Tars2",154,185,126,135,195,207,167,186
"Tasp1",3,2,8,7,6,5,9,9
"Tatdn1",11,12,9,7,7,14,5,11
"Tatdn2",18,46,31,29,19,48,59,39
"Tatdn3",47,43,39,41,39,19,20,14
"Tax1bp1",108,81,77,91,119,121,123,149
"Taz",103,121,125,122,104,57,64,54
"Tbc1d1",28,42,32,37,36,38,48,55
"Tbc1d10a",108,98,104,115,131,86,67,63
"Tbc1d10b",62,84,74,64,58,66,58,55
"Tbc1d10c",2,6,4,1,2,4,2,5
"Tbc1d12",11,4,8,4,6,13,6,4
"Tbc1d13",117,111,101,121,103,66,114,86
"Tbc1d14",101,96,116,111,96,142,85,94
"Tbc1d15",30,21,14,27,28,48,33,32
"Tbc1d16",112,121,123,129,119,69,58,45
"Tbc1d17",74,54,65,80,73,77,37,43
"Tbc1d19",22,15,20,30,25,20,16,11
"Tbc1d20",70,69,66,61,80,67,108,67
"Tbc1d22a",121,106,100,100,131,155,108,116
"Tbc1d22b",13,9,10,9,6,6,12,12
"Tbc1d23",47,32,38,51,51,50,41,38
"Tbc1d24",19,33,23,27,34,23,26,21
"Tbc1d25",16,9,12,12,12,18,7,14
"Tbc1d2b",38,50,61,52,43,63,31,44
"Tbc1d30",2,1,0,2,1,7,6,3
"Tbc1d31",30,24,28,27,31,3,10,12
"Tbc1d32",4,1,5,8,5,4,3,4
"Tbc1d4",8,7,5,2,15,4,1,4
"Tbc1d5",41,50,50,55,44,24,9,26
"Tbc1d7",21,17,11,12,14,21,20,16
"Tbc1d8",79,95,100,105,56,37,59,85
"Tbc1d8b",6,2,1,2,5,1,4,3
"Tbc1d9",85,83,101,152,114,73,67,69
"Tbc1d9b",89,123,125,122,116,98,73,98
"Tbca",49,44,34,47,43,55,38,60
"Tbcb",173,171,160,172,181,173,164,190
"Tbcc",31,35,50,44,36,50,43,46
"Tbccd1",27,31,40,31,28,21,27,19
"Tbcd",39,26,44,37,40,36,46,58
"Tbce",61,50,47,41,57,57,62,46
"Tbcel",27,24,27,32,22,30,43,27
"Tbck",13,8,6,13,6,6,15,11
"Tbk1",125,104,110,131,85,138,218,145
"Tbkbp1",117,150,147,121,136,100,73,90
"Tbl1x",33,15,27,33,32,18,14,14
"Tbl1xr1",38,37,47,40,41,71,50,50
"Tbl2",6,17,12,9,6,7,6,8
"Tbl3",68,63,56,42,58,107,137,131
